2017-09-15 15:55:37,63917191,Cash,,{[100,Other,#Description of Other,80.0],[101,Weapons,Buy these to win the war against Hydra,70.0],[102,Magic Stones,Buy these when fighting against Loki's friends,70.0],[103,Planes,For a quick rendezvous with the team,90.0],[104,Vehicles,To go for a drive around town,0.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,60.0]}
2017-09-15 15:55:37,84899292,Cash,,{[100,Other,#Description of Other,20.0],[101,Weapons,Buy these to win the war against Hydra,300.0],[102,Magic Stones,Buy these when fighting against Loki's friends,400.0],[103,Planes,For a quick rendezvous with the team,30.0],[104,Vehicles,To go for a drive around town,400.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,20.0]}
2017-09-15 15:55:37,17357852,Cash,,{[100,Other,#Description of Other,40.0],[101,Weapons,Buy these to win the war against Hydra,10.0],[102,Magic Stones,Buy these when fighting against Loki's friends,40.0],[103,Planes,For a quick rendezvous with the team,30.0],[104,Vehicles,To go for a drive around town,300.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,400.0]}
2017-09-15 15:55:37,11499358,Cash,,{[100,Other,#Description of Other,20.0],[101,Weapons,Buy these to win the war against Hydra,0.0],[102,Magic Stones,Buy these when fighting against Loki's friends,70.0],[103,Planes,For a quick rendezvous with the team,500.0],[104,Vehicles,To go for a drive around town,300.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,90.0]}
2017-09-15 15:55:37,26536660,AnonCard,MC10001,{[100,Other,#Description of Other,200.0],[101,Weapons,Buy these to win the war against Hydra,40.0],[102,Magic Stones,Buy these when fighting against Loki's friends,300.0],[103,Planes,For a quick rendezvous with the team,90.0],[104,Vehicles,To go for a drive around town,300.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,400.0]}
2017-09-15 15:55:37,84264631,AnonCard,MC10002,{[100,Other,#Description of Other,100.0],[101,Weapons,Buy these to win the war against Hydra,70.0],[102,Magic Stones,Buy these when fighting against Loki's friends,30.0],[103,Planes,For a quick rendezvous with the team,30.0],[104,Vehicles,To go for a drive around town,200.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,50.0]}
2017-09-15 15:55:37,20968856,AnonCard,MC10002,{[100,Other,#Description of Other,30.0],[101,Weapons,Buy these to win the war against Hydra,40.0],[102,Magic Stones,Buy these when fighting against Loki's friends,10.0],[103,Planes,For a quick rendezvous with the team,300.0],[104,Vehicles,To go for a drive around town,400.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,20.0]}
2017-09-15 15:55:37,67169673,BasicCard,MC10003,{[100,Other,#Description of Other,70.0],[101,Weapons,Buy these to win the war against Hydra,80.0],[102,Magic Stones,Buy these when fighting against Loki's friends,60.0],[103,Planes,For a quick rendezvous with the team,90.0],[104,Vehicles,To go for a drive around town,500.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,60.0]}
2017-09-15 15:55:37,27960597,BasicCard,MC10003,{[100,Other,#Description of Other,0.0],[101,Weapons,Buy these to win the war against Hydra,30.0],[102,Magic Stones,Buy these when fighting against Loki's friends,500.0],[103,Planes,For a quick rendezvous with the team,90.0],[104,Vehicles,To go for a drive around town,70.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,10.0]}
2017-09-15 15:55:37,24186354,Cash,,{[100,Other,#Description of Other,40.0],[101,Weapons,Buy these to win the war against Hydra,20.0],[102,Magic Stones,Buy these when fighting against Loki's friends,90.0],[103,Planes,For a quick rendezvous with the team,300.0],[104,Vehicles,To go for a drive around town,30.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,20.0]}
2017-09-15 15:55:37,28790208,Cash,,{[100,Other,#Description of Other,500.0],[101,Weapons,Buy these to win the war against Hydra,90.0],[102,Magic Stones,Buy these when fighting against Loki's friends,80.0],[103,Planes,For a quick rendezvous with the team,10.0],[104,Vehicles,To go for a drive around town,400.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,100.0]}
2017-09-15 15:55:37,83073852,Cash,,{[100,Other,#Description of Other,60.0],[101,Weapons,Buy these to win the war against Hydra,70.0],[102,Magic Stones,Buy these when fighting against Loki's friends,0.0],[103,Planes,For a quick rendezvous with the team,90.0],[104,Vehicles,To go for a drive around town,70.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,20.0]}
2017-09-15 15:55:37,66723736,BasicCard,MC10004,{[100,Other,#Description of Other,80.0],[101,Weapons,Buy these to win the war against Hydra,10.0],[102,Magic Stones,Buy these when fighting against Loki's friends,50.0],[103,Planes,For a quick rendezvous with the team,40.0],[104,Vehicles,To go for a drive around town,40.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,200.0]}
2017-09-15 15:55:37,25830998,BasicCard,MC10004,{[100,Other,#Description of Other,200.0],[101,Weapons,Buy these to win the war against Hydra,100.0],[102,Magic Stones,Buy these when fighting against Loki's friends,20.0],[103,Planes,For a quick rendezvous with the team,300.0],[104,Vehicles,To go for a drive around town,80.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,300.0]}
2017-09-15 15:55:37,59533795,Cash,,{[100,Other,#Description of Other,90.0],[101,Weapons,Buy these to win the war against Hydra,30.0],[102,Magic Stones,Buy these when fighting against Loki's friends,60.0],[103,Planes,For a quick rendezvous with the team,300.0],[104,Vehicles,To go for a drive around town,300.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,200.0]}
2017-09-15 15:55:37,98264097,Cash,,{[100,Other,#Description of Other,100.0],[101,Weapons,Buy these to win the war against Hydra,60.0],[102,Magic Stones,Buy these when fighting against Loki's friends,100.0],[103,Planes,For a quick rendezvous with the team,70.0],[104,Vehicles,To go for a drive around town,90.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,100.0]}
2017-09-15 15:55:37,44518744,BasicCard,MC10003,{[100,Other,#Description of Other,40.0],[101,Weapons,Buy these to win the war against Hydra,60.0],[102,Magic Stones,Buy these when fighting against Loki's friends,20.0],[103,Planes,For a quick rendezvous with the team,30.0],[104,Vehicles,To go for a drive around town,80.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,90.0]}
2017-09-15 15:55:37,16490440,BasicCard,MC10003,{[100,Other,#Description of Other,100.0],[101,Weapons,Buy these to win the war against Hydra,100.0],[102,Magic Stones,Buy these when fighting against Loki's friends,100.0],[103,Planes,For a quick rendezvous with the team,70.0],[104,Vehicles,To go for a drive around town,500.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,90.0]}
2017-09-15 15:55:37,87489593,BasicCard,MC10003,{[100,Other,#Description of Other,30.0],[101,Weapons,Buy these to win the war against Hydra,10.0],[102,Magic Stones,Buy these when fighting against Loki's friends,70.0],[103,Planes,For a quick rendezvous with the team,20.0],[104,Vehicles,To go for a drive around town,20.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,80.0]}
2017-09-15 15:55:37,65840835,BasicCard,MC10003,{[100,Other,#Description of Other,20.0],[101,Weapons,Buy these to win the war against Hydra,300.0],[102,Magic Stones,Buy these when fighting against Loki's friends,30.0],[103,Planes,For a quick rendezvous with the team,40.0],[104,Vehicles,To go for a drive around town,80.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,500.0]}
2017-09-15 15:55:37,16910738,BasicCard,MC10003,{[100,Other,#Description of Other,500.0],[101,Weapons,Buy these to win the war against Hydra,40.0],[102,Magic Stones,Buy these when fighting against Loki's friends,500.0],[103,Planes,For a quick rendezvous with the team,30.0],[104,Vehicles,To go for a drive around town,40.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,50.0]}
2017-09-15 15:55:37,43264738,PremiumCard,MC10005,{[100,Other,#Description of Other,300.0],[101,Weapons,Buy these to win the war against Hydra,200.0],[102,Magic Stones,Buy these when fighting against Loki's friends,80.0],[103,Planes,For a quick rendezvous with the team,300.0],[104,Vehicles,To go for a drive around town,50.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,100.0]}
2017-09-15 15:55:37,16847003,PremiumCard,MC10005,{[100,Other,#Description of Other,70.0],[101,Weapons,Buy these to win the war against Hydra,10.0],[102,Magic Stones,Buy these when fighting against Loki's friends,10.0],[103,Planes,For a quick rendezvous with the team,100.0],[104,Vehicles,To go for a drive around town,300.0],[105,Asgardian Weapons,When you need that extra punch that Thor has,200.0]}
