purchaseTime,receiptID,cardType,cardID,categories[]
Wed Sep 13 19:55:30 AEST 2017,22269095,Cash,null,{[100,Other,#Description,90.0],[101,Motors,#Description,400.0],[102,Electronics,#Description,70.0],[103,Fashion,#Description,40.0],[104,Toys,#Description,90.0],[105,Deals,#Description,20.0]}
Wed Sep 13 19:55:30 AEST 2017,10287431,Cash,null,{[100,Other,#Description,100.0],[101,Motors,#Description,80.0],[102,Electronics,#Description,80.0],[103,Fashion,#Description,100.0],[104,Toys,#Description,90.0],[105,Deals,#Description,20.0]}
Wed Sep 13 19:55:30 AEST 2017,60497108,Cash,null,{[100,Other,#Description,60.0],[101,Motors,#Description,60.0],[102,Electronics,#Description,0.0],[103,Fashion,#Description,200.0],[104,Toys,#Description,300.0],[105,Deals,#Description,40.0]}
Wed Sep 13 19:55:30 AEST 2017,75769750,Cash,null,{[100,Other,#Description,70.0],[101,Motors,#Description,20.0],[102,Electronics,#Description,30.0],[103,Fashion,#Description,500.0],[104,Toys,#Description,30.0],[105,Deals,#Description,80.0]}
Wed Sep 13 19:55:30 AEST 2017,23885638,AnonCard,MC10001,{[100,Other,#Description,60.0],[101,Motors,#Description,40.0],[102,Electronics,#Description,500.0],[103,Fashion,#Description,100.0],[104,Toys,#Description,50.0],[105,Deals,#Description,30.0]}
Wed Sep 13 19:55:30 AEST 2017,57550298,AnonCard,MC10002,{[100,Other,#Description,70.0],[101,Motors,#Description,60.0],[102,Electronics,#Description,400.0],[103,Fashion,#Description,90.0],[104,Toys,#Description,10.0],[105,Deals,#Description,50.0]}
Wed Sep 13 19:55:30 AEST 2017,33017102,AnonCard,MC10002,{[100,Other,#Description,300.0],[101,Motors,#Description,10.0],[102,Electronics,#Description,60.0],[103,Fashion,#Description,50.0],[104,Toys,#Description,100.0],[105,Deals,#Description,10.0]}
Wed Sep 13 19:55:30 AEST 2017,82672289,BasicCard,MC10003,{[100,Other,#Description,40.0],[101,Motors,#Description,40.0],[102,Electronics,#Description,200.0],[103,Fashion,#Description,50.0],[104,Toys,#Description,50.0],[105,Deals,#Description,90.0]}
Wed Sep 13 19:55:30 AEST 2017,46903143,BasicCard,MC10003,{[100,Other,#Description,100.0],[101,Motors,#Description,200.0],[102,Electronics,#Description,200.0],[103,Fashion,#Description,70.0],[104,Toys,#Description,300.0],[105,Deals,#Description,100.0]}
Wed Sep 13 19:55:30 AEST 2017,63268896,Cash,null,{[100,Other,#Description,300.0],[101,Motors,#Description,200.0],[102,Electronics,#Description,60.0],[103,Fashion,#Description,300.0],[104,Toys,#Description,90.0],[105,Deals,#Description,60.0]}
Wed Sep 13 19:55:30 AEST 2017,21497142,Cash,null,{[100,Other,#Description,60.0],[101,Motors,#Description,50.0],[102,Electronics,#Description,30.0],[103,Fashion,#Description,80.0],[104,Toys,#Description,40.0],[105,Deals,#Description,500.0]}
Wed Sep 13 19:55:30 AEST 2017,46928249,Cash,null,{[100,Other,#Description,400.0],[101,Motors,#Description,10.0],[102,Electronics,#Description,60.0],[103,Fashion,#Description,20.0],[104,Toys,#Description,0.0],[105,Deals,#Description,300.0]}
Wed Sep 13 19:55:30 AEST 2017,60842271,BasicCard,MC10004,{[100,Other,#Description,90.0],[101,Motors,#Description,30.0],[102,Electronics,#Description,0.0],[103,Fashion,#Description,10.0],[104,Toys,#Description,90.0],[105,Deals,#Description,200.0]}
Wed Sep 13 19:55:30 AEST 2017,94902872,BasicCard,MC10004,{[100,Other,#Description,90.0],[101,Motors,#Description,70.0],[102,Electronics,#Description,20.0],[103,Fashion,#Description,500.0],[104,Toys,#Description,300.0],[105,Deals,#Description,500.0]}
Wed Sep 13 19:55:30 AEST 2017,58303677,Cash,null,{[100,Other,#Description,50.0],[101,Motors,#Description,400.0],[102,Electronics,#Description,300.0],[103,Fashion,#Description,100.0],[104,Toys,#Description,200.0],[105,Deals,#Description,90.0]}
Wed Sep 13 19:55:30 AEST 2017,37144394,Cash,null,{[100,Other,#Description,500.0],[101,Motors,#Description,200.0],[102,Electronics,#Description,300.0],[103,Fashion,#Description,60.0],[104,Toys,#Description,20.0],[105,Deals,#Description,30.0]}
Wed Sep 13 19:55:30 AEST 2017,17542423,BasicCard,MC10003,{[100,Other,#Description,300.0],[101,Motors,#Description,500.0],[102,Electronics,#Description,0.0],[103,Fashion,#Description,500.0],[104,Toys,#Description,300.0],[105,Deals,#Description,60.0]}
Wed Sep 13 19:55:30 AEST 2017,57178553,BasicCard,MC10003,{[100,Other,#Description,500.0],[101,Motors,#Description,10.0],[102,Electronics,#Description,40.0],[103,Fashion,#Description,30.0],[104,Toys,#Description,70.0],[105,Deals,#Description,60.0]}
Wed Sep 13 19:55:30 AEST 2017,62257777,BasicCard,MC10003,{[100,Other,#Description,0.0],[101,Motors,#Description,10.0],[102,Electronics,#Description,0.0],[103,Fashion,#Description,30.0],[104,Toys,#Description,60.0],[105,Deals,#Description,40.0]}
Wed Sep 13 19:55:30 AEST 2017,94940120,BasicCard,MC10003,{[100,Other,#Description,300.0],[101,Motors,#Description,40.0],[102,Electronics,#Description,70.0],[103,Fashion,#Description,80.0],[104,Toys,#Description,70.0],[105,Deals,#Description,400.0]}
Wed Sep 13 19:55:30 AEST 2017,91869555,BasicCard,MC10003,{[100,Other,#Description,60.0],[101,Motors,#Description,90.0],[102,Electronics,#Description,0.0],[103,Fashion,#Description,300.0],[104,Toys,#Description,300.0],[105,Deals,#Description,60.0]}
Wed Sep 13 19:55:30 AEST 2017,26456343,PremiumCard,MC10005,{[100,Other,#Description,300.0],[101,Motors,#Description,400.0],[102,Electronics,#Description,50.0],[103,Fashion,#Description,80.0],[104,Toys,#Description,100.0],[105,Deals,#Description,30.0]}
Wed Sep 13 19:55:30 AEST 2017,10935908,PremiumCard,MC10005,{[100,Other,#Description,40.0],[101,Motors,#Description,80.0],[102,Electronics,#Description,100.0],[103,Fashion,#Description,0.0],[104,Toys,#Description,10.0],[105,Deals,#Description,10.0]}
Wed Sep 13 19:55:30 AEST 2017,96644158,PremiumCard,MC10005,{[100,Other,#Description,30.0],[101,Motors,#Description,30.0],[102,Electronics,#Description,90.0],[103,Fashion,#Description,500.0],[104,Toys,#Description,500.0],[105,Deals,#Description,0.0]}
